#Grid_ID FIELDID RA_center DEC_center RA_high1 DEC_high1 RA_high2 DEC_high2 RA_low1 DEC_low1 RA_low2 DEC_low2
G0011 03131817   31.36  -81.75   10.97  -77.25   51.75  -77.25  322.56  -86.25  100.16  -86.25 
G0011 09401817   94.08  -81.75   73.69  -77.25  114.47  -77.25   25.28  -86.25  162.89  -86.25 
G0011 15681817  156.80  -81.75  136.41  -77.25  177.19  -77.25   88.00  -86.25  225.61  -86.25 
G0011 21951817  219.52  -81.75  199.13  -77.25  239.91  -77.25  150.72  -86.25  288.33  -86.25 
G0011 28221817  282.24  -81.75  261.85  -77.25  302.63  -77.25  213.44  -86.25  351.05  -86.25 
G0011 01511727   15.17  -72.75    3.03  -68.25   27.32  -68.25  354.79  -77.25   35.56  -77.25 
G0011 04551727   45.52  -72.75   33.38  -68.25   57.67  -68.25   25.13  -77.25   65.91  -77.25 
G0011 07581727   75.87  -72.75   63.73  -68.25   88.02  -68.25   55.48  -77.25   96.26  -77.25 
G0011 10621727  106.22  -72.75   94.08  -68.25  118.37  -68.25   85.83  -77.25  126.61  -77.25 
G0011 13651727  136.57  -72.75  124.43  -68.25  148.72  -68.25  116.18  -77.25  156.96  -77.25 
G0011 16691727  166.92  -72.75  154.78  -68.25  179.07  -68.25  146.53  -77.25  187.31  -77.25 
G0011 19721727  197.27  -72.75  185.13  -68.25  209.42  -68.25  176.88  -77.25  217.66  -77.25 
G0011 22761727  227.62  -72.75  215.48  -68.25  239.77  -68.25  207.23  -77.25  248.01  -77.25 
G0011 25791727  257.97  -72.75  245.83  -68.25  270.12  -68.25  237.58  -77.25  278.36  -77.25 
G0011 28831727  288.32  -72.75  276.18  -68.25  300.47  -68.25  267.93  -77.25  308.71  -77.25 
G0011 31861727  318.67  -72.75  306.53  -68.25  330.82  -68.25  298.28  -77.25  339.06  -77.25 
G0011 01011637   10.17  -63.75    1.37  -59.25   18.98  -59.25  358.03  -68.25   22.32  -68.25 
G0011 03051637   30.52  -63.75   21.72  -59.25   39.32  -59.25   18.38  -68.25   42.67  -68.25 
G0011 05081637   50.87  -63.75   42.07  -59.25   59.67  -59.25   38.73  -68.25   63.02  -68.25 
G0011 07121637   71.22  -63.75   62.42  -59.25   80.02  -59.25   59.08  -68.25   83.36  -68.25 
G0011 09151637   91.57  -63.75   82.77  -59.25  100.37  -59.25   79.43  -68.25  103.71  -68.25 
G0011 11191637  111.92  -63.75  103.12  -59.25  120.72  -59.25   99.77  -68.25  124.06  -68.25 
G0011 13221637  132.27  -63.75  123.47  -59.25  141.07  -59.25  120.12  -68.25  144.41  -68.25 
G0011 15261637  152.62  -63.75  143.81  -59.25  161.42  -59.25  140.47  -68.25  164.76  -68.25 
G0011 17291637  172.96  -63.75  164.16  -59.25  181.77  -59.25  160.82  -68.25  185.11  -68.25 
G0011 19331637  193.31  -63.75  184.51  -59.25  202.11  -59.25  181.17  -68.25  205.46  -68.25 
G0011 21361637  213.66  -63.75  204.86  -59.25  222.46  -59.25  201.52  -68.25  225.81  -68.25 
G0011 23401637  234.01  -63.75  225.21  -59.25  242.81  -59.25  221.87  -68.25  246.15  -68.25 
G0011 25431637  254.36  -63.75  245.56  -59.25  263.16  -59.25  242.21  -68.25  266.50  -68.25 
G0011 27471637  274.71  -63.75  265.91  -59.25  283.51  -59.25  262.56  -68.25  286.85  -68.25 
G0011 29501637  295.06  -63.75  286.25  -59.25  303.86  -59.25  282.91  -68.25  307.20  -68.25 
G0011 31541637  315.40  -63.75  306.60  -59.25  324.21  -59.25  303.26  -68.25  327.55  -68.25 
G0011 33571637  335.75  -63.75  326.95  -59.25  344.55  -59.25  323.61  -68.25  347.90  -68.25 
G0011 00771547    7.80  -54.75    0.76  -50.25   14.83  -50.25  359.00  -59.25   16.60  -59.25 
G0011 02331547   23.39  -54.75   16.35  -50.25   30.43  -50.25   14.59  -59.25   32.19  -59.25 
G0011 03891547   38.98  -54.75   31.95  -50.25   46.02  -50.25   30.18  -59.25   47.79  -59.25 
G0011 05451547   54.58  -54.75   47.54  -50.25   61.62  -50.25   45.78  -59.25   63.38  -59.25 
G0011 07011547   70.17  -54.75   63.14  -50.25   77.21  -50.25   61.37  -59.25   78.97  -59.25 
G0011 08571547   85.77  -54.75   78.73  -50.25   92.80  -50.25   76.97  -59.25   94.57  -59.25 
G0011 10131547  101.36  -54.75   94.32  -50.25  108.40  -50.25   92.56  -59.25  110.16  -59.25 
G0011 11691547  116.95  -54.75  109.92  -50.25  123.99  -50.25  108.15  -59.25  125.76  -59.25 
G0011 13251547  132.55  -54.75  125.51  -50.25  139.59  -50.25  123.75  -59.25  141.35  -59.25 
G0011 14811547  148.14  -54.75  141.11  -50.25  155.18  -50.25  139.34  -59.25  156.94  -59.25 
G0011 16371547  163.74  -54.75  156.70  -50.25  170.77  -50.25  154.94  -59.25  172.54  -59.25 
G0011 17931547  179.33  -54.75  172.29  -50.25  186.37  -50.25  170.53  -59.25  188.13  -59.25 
G0011 19491547  194.92  -54.75  187.89  -50.25  201.96  -50.25  186.12  -59.25  203.73  -59.25 
G0011 21051547  210.52  -54.75  203.48  -50.25  217.56  -50.25  201.72  -59.25  219.32  -59.25 
G0011 22611547  226.11  -54.75  219.08  -50.25  233.15  -50.25  217.31  -59.25  234.91  -59.25 
G0011 24171547  241.71  -54.75  234.67  -50.25  248.74  -50.25  232.91  -59.25  250.51  -59.25 
G0011 25731547  257.30  -54.75  250.26  -50.25  264.34  -50.25  248.50  -59.25  266.10  -59.25 
G0011 27281547  272.89  -54.75  265.86  -50.25  279.93  -50.25  264.09  -59.25  281.70  -59.25 
G0011 28841547  288.49  -54.75  281.45  -50.25  295.53  -50.25  279.69  -59.25  297.29  -59.25 
G0011 30401547  304.08  -54.75  297.05  -50.25  311.12  -50.25  295.28  -59.25  312.88  -59.25 
G0011 31961547  319.68  -54.75  312.64  -50.25  326.71  -50.25  310.88  -59.25  328.48  -59.25 
