#Grid_ID FIELDID fov_sizex fov_sizey RA_center DEC_center RA_high1 DEC_high1 RA_high2 DEC_high2 RA_low1 DEC_low1 RA_low2 DEC_low2
G0014 00900085   18.00   17.00    9.00    8.50  359.59   17.00   18.41   17.00    0.00    0.00   18.00    0.00 
G0014 02700085   18.00   17.00   27.00    8.50   17.59   17.00   36.41   17.00   18.00    0.00   36.00    0.00 
G0014 04500085   18.00   17.00   45.00    8.50   35.59   17.00   54.41   17.00   36.00    0.00   54.00    0.00 
G0014 06300085   18.00   17.00   63.00    8.50   53.59   17.00   72.41   17.00   54.00    0.00   72.00    0.00 
G0014 08100085   18.00   17.00   81.00    8.50   71.59   17.00   90.41   17.00   72.00    0.00   90.00    0.00 
G0014 09900085   18.00   17.00   99.00    8.50   89.59   17.00  108.41   17.00   90.00    0.00  108.00    0.00 
G0014 11700085   18.00   17.00  117.00    8.50  107.59   17.00  126.41   17.00  108.00    0.00  126.00    0.00 
G0014 13500085   18.00   17.00  135.00    8.50  125.59   17.00  144.41   17.00  126.00    0.00  144.00    0.00 
G0014 15300085   18.00   17.00  153.00    8.50  143.59   17.00  162.41   17.00  144.00    0.00  162.00    0.00 
G0014 17100085   18.00   17.00  171.00    8.50  161.59   17.00  180.41   17.00  162.00    0.00  180.00    0.00 
G0014 18900085   18.00   17.00  189.00    8.50  179.59   17.00  198.41   17.00  180.00    0.00  198.00    0.00 
G0014 20700085   18.00   17.00  207.00    8.50  197.59   17.00  216.41   17.00  198.00    0.00  216.00    0.00 
G0014 22500085   18.00   17.00  225.00    8.50  215.59   17.00  234.41   17.00  216.00    0.00  234.00    0.00 
G0014 24300085   18.00   17.00  243.00    8.50  233.59   17.00  252.41   17.00  234.00    0.00  252.00    0.00 
G0014 26100085   18.00   17.00  261.00    8.50  251.59   17.00  270.41   17.00  252.00    0.00  270.00    0.00 
G0014 27900085   18.00   17.00  279.00    8.50  269.59   17.00  288.41   17.00  270.00    0.00  288.00    0.00 
G0014 29700085   18.00   17.00  297.00    8.50  287.59   17.00  306.41   17.00  288.00    0.00  306.00    0.00 
G0014 31500085   18.00   17.00  315.00    8.50  305.59   17.00  324.41   17.00  306.00    0.00  324.00    0.00 
G0014 33300085   18.00   17.00  333.00    8.50  323.59   17.00  342.41   17.00  324.00    0.00  342.00    0.00 
