#Grid_ID FIELDID fov_sizex fov_sizey RA_center DEC_center RA_high1 DEC_high1 RA_high2 DEC_high2 RA_low1 DEC_low1 RA_low2 DEC_low2
G0016 07120007    1.50    1.50   71.25    0.75   70.50    1.50   72.00    1.50   70.50    0.00   72.00    0.00 
G0016 07270007    1.50    1.50   72.75    0.75   72.00    1.50   73.50    1.50   72.00    0.00   73.50    0.00 
G0016 07420007    1.50    1.50   74.25    0.75   73.50    1.50   75.00    1.50   73.50    0.00   75.00    0.00 
G0016 07570007    1.50    1.50   75.75    0.75   75.00    1.50   76.50    1.50   75.00    0.00   76.50    0.00 
G0016 07720007    1.50    1.50   77.25    0.75   76.50    1.50   78.00    1.50   76.50    0.00   78.00    0.00 
G0016 07870007    1.50    1.50   78.75    0.75   78.00    1.50   79.50    1.50   78.00    0.00   79.50    0.00 
G0016 08020007    1.50    1.50   80.25    0.75   79.50    1.50   81.00    1.50   79.50    0.00   81.00    0.00 
G0016 08170007    1.50    1.50   81.75    0.75   81.00    1.50   82.50    1.50   81.00    0.00   82.50    0.00 
G0016 08320007    1.50    1.50   83.25    0.75   82.50    1.50   84.00    1.50   82.50    0.00   84.00    0.00 
G0016 08470007    1.50    1.50   84.75    0.75   84.00    1.50   85.50    1.50   84.00    0.00   85.50    0.00 
G0016 08620007    1.50    1.50   86.25    0.75   85.50    1.50   87.00    1.50   85.50    0.00   87.00    0.00 
G0016 08770007    1.50    1.50   87.75    0.75   87.00    1.50   88.50    1.50   87.00    0.00   88.50    0.00 
G0016 08920007    1.50    1.50   89.25    0.75   88.50    1.50   90.00    1.50   88.50    0.00   90.00    0.00 
G0016 09070007    1.50    1.50   90.75    0.75   90.00    1.50   91.50    1.50   90.00    0.00   91.50    0.00 
G0016 09220007    1.50    1.50   92.25    0.75   91.50    1.50   93.00    1.50   91.50    0.00   93.00    0.00 
G0016 09370007    1.50    1.50   93.75    0.75   93.00    1.50   94.50    1.50   93.00    0.00   94.50    0.00 
G0016 09520007    1.50    1.50   95.25    0.75   94.50    1.50   96.00    1.50   94.50    0.00   96.00    0.00 
G0016 09670007    1.50    1.50   96.75    0.75   96.00    1.50   97.50    1.50   96.00    0.00   97.50    0.00 
G0016 09820007    1.50    1.50   98.25    0.75   97.50    1.50   99.00    1.50   97.50    0.00   99.00    0.00 
G0016 09970007    1.50    1.50   99.75    0.75   99.00    1.50  100.50    1.50   99.00    0.00  100.50    0.00 
G0016 10120007    1.50    1.50  101.25    0.75  100.50    1.50  102.00    1.50  100.50    0.00  102.00    0.00 
G0016 10270007    1.50    1.50  102.75    0.75  102.00    1.50  103.50    1.50  102.00    0.00  103.50    0.00 
G0016 10420007    1.50    1.50  104.25    0.75  103.50    1.50  105.00    1.50  103.50    0.00  105.00    0.00 
G0016 10570007    1.50    1.50  105.75    0.75  105.00    1.50  106.50    1.50  105.00    0.00  106.50    0.00 
G0016 10720007    1.50    1.50  107.25    0.75  106.50    1.50  108.00    1.50  106.50    0.00  108.00    0.00 
G0016 10870007    1.50    1.50  108.75    0.75  108.00    1.50  109.50    1.50  108.00    0.00  109.50    0.00 
G0016 11020007    1.50    1.50  110.25    0.75  109.50    1.50  111.00    1.50  109.50    0.00  111.00    0.00 
G0016 11170007    1.50    1.50  111.75    0.75  111.00    1.50  112.50    1.50  111.00    0.00  112.50    0.00 
G0016 11320007    1.50    1.50  113.25    0.75  112.50    1.50  114.00    1.50  112.50    0.00  114.00    0.00 
G0016 11470007    1.50    1.50  114.75    0.75  114.00    1.50  115.50    1.50  114.00    0.00  115.50    0.00 
G0016 11620007    1.50    1.50  116.25    0.75  115.50    1.50  117.00    1.50  115.50    0.00  117.00    0.00 
G0016 11770007    1.50    1.50  117.75    0.75  117.00    1.50  118.50    1.50  117.00    0.00  118.50    0.00 
G0016 11920007    1.50    1.50  119.25    0.75  118.50    1.50  120.00    1.50  118.50    0.00  120.00    0.00 
G0016 12070007    1.50    1.50  120.75    0.75  120.00    1.50  121.50    1.50  120.00    0.00  121.50    0.00 
G0016 12220007    1.50    1.50  122.25    0.75  121.50    1.50  123.00    1.50  121.50    0.00  123.00    0.00 
G0016 12370007    1.50    1.50  123.75    0.75  123.00    1.50  124.50    1.50  123.00    0.00  124.50    0.00 
G0016 12520007    1.50    1.50  125.25    0.75  124.50    1.50  126.00    1.50  124.50    0.00  126.00    0.00 
G0016 12670007    1.50    1.50  126.75    0.75  126.00    1.50  127.50    1.50  126.00    0.00  127.50    0.00 
G0016 12820007    1.50    1.50  128.25    0.75  127.50    1.50  129.00    1.50  127.50    0.00  129.00    0.00 
G0016 12970007    1.50    1.50  129.75    0.75  129.00    1.50  130.50    1.50  129.00    0.00  130.50    0.00 
G0016 13120007    1.50    1.50  131.25    0.75  130.50    1.50  132.00    1.50  130.50    0.00  132.00    0.00 
G0016 13270007    1.50    1.50  132.75    0.75  132.00    1.50  133.50    1.50  132.00    0.00  133.50    0.00 
G0016 13420007    1.50    1.50  134.25    0.75  133.50    1.50  135.00    1.50  133.50    0.00  135.00    0.00 
G0016 13570007    1.50    1.50  135.75    0.75  135.00    1.50  136.50    1.50  135.00    0.00  136.50    0.00 
G0016 13720007    1.50    1.50  137.25    0.75  136.50    1.50  138.00    1.50  136.50    0.00  138.00    0.00 
G0016 13870007    1.50    1.50  138.75    0.75  138.00    1.50  139.50    1.50  138.00    0.00  139.50    0.00 
G0016 14020007    1.50    1.50  140.25    0.75  139.50    1.50  141.00    1.50  139.50    0.00  141.00    0.00 
G0016 14170007    1.50    1.50  141.75    0.75  141.00    1.50  142.50    1.50  141.00    0.00  142.50    0.00 
G0016 14320007    1.50    1.50  143.25    0.75  142.50    1.50  144.00    1.50  142.50    0.00  144.00    0.00 
G0016 14470007    1.50    1.50  144.75    0.75  144.00    1.50  145.50    1.50  144.00    0.00  145.50    0.00 
G0016 14620007    1.50    1.50  146.25    0.75  145.50    1.50  147.00    1.50  145.50    0.00  147.00    0.00 
G0016 14770007    1.50    1.50  147.75    0.75  147.00    1.50  148.50    1.50  147.00    0.00  148.50    0.00 
G0016 14920007    1.50    1.50  149.25    0.75  148.50    1.50  150.00    1.50  148.50    0.00  150.00    0.00 
G0016 15070007    1.50    1.50  150.75    0.75  150.00    1.50  151.50    1.50  150.00    0.00  151.50    0.00 
G0016 15220007    1.50    1.50  152.25    0.75  151.50    1.50  153.00    1.50  151.50    0.00  153.00    0.00 
G0016 15370007    1.50    1.50  153.75    0.75  153.00    1.50  154.50    1.50  153.00    0.00  154.50    0.00 
G0016 15520007    1.50    1.50  155.25    0.75  154.50    1.50  156.00    1.50  154.50    0.00  156.00    0.00 
G0016 15670007    1.50    1.50  156.75    0.75  156.00    1.50  157.50    1.50  156.00    0.00  157.50    0.00 
G0016 15820007    1.50    1.50  158.25    0.75  157.50    1.50  159.00    1.50  157.50    0.00  159.00    0.00 
G0016 15970007    1.50    1.50  159.75    0.75  159.00    1.50  160.50    1.50  159.00    0.00  160.50    0.00 
G0016 16120007    1.50    1.50  161.25    0.75  160.50    1.50  162.00    1.50  160.50    0.00  162.00    0.00 
G0016 16270007    1.50    1.50  162.75    0.75  162.00    1.50  163.50    1.50  162.00    0.00  163.50    0.00 
G0016 16420007    1.50    1.50  164.25    0.75  163.50    1.50  165.00    1.50  163.50    0.00  165.00    0.00 
G0016 16570007    1.50    1.50  165.75    0.75  165.00    1.50  166.50    1.50  165.00    0.00  166.50    0.00 
G0016 16720007    1.50    1.50  167.25    0.75  166.50    1.50  168.00    1.50  166.50    0.00  168.00    0.00 
G0016 16870007    1.50    1.50  168.75    0.75  168.00    1.50  169.50    1.50  168.00    0.00  169.50    0.00 
G0016 17020007    1.50    1.50  170.25    0.75  169.50    1.50  171.00    1.50  169.50    0.00  171.00    0.00 
G0016 17170007    1.50    1.50  171.75    0.75  171.00    1.50  172.50    1.50  171.00    0.00  172.50    0.00 
G0016 17320007    1.50    1.50  173.25    0.75  172.50    1.50  174.00    1.50  172.50    0.00  174.00    0.00 
G0016 17470007    1.50    1.50  174.75    0.75  174.00    1.50  175.50    1.50  174.00    0.00  175.50    0.00 
G0016 17620007    1.50    1.50  176.25    0.75  175.50    1.50  177.00    1.50  175.50    0.00  177.00    0.00 
G0016 17770007    1.50    1.50  177.75    0.75  177.00    1.50  178.50    1.50  177.00    0.00  178.50    0.00 
G0016 17920007    1.50    1.50  179.25    0.75  178.50    1.50  180.00    1.50  178.50    0.00  180.00    0.00 
G0016 18070007    1.50    1.50  180.75    0.75  180.00    1.50  181.50    1.50  180.00    0.00  181.50    0.00 
G0016 18220007    1.50    1.50  182.25    0.75  181.50    1.50  183.00    1.50  181.50    0.00  183.00    0.00 
G0016 18370007    1.50    1.50  183.75    0.75  183.00    1.50  184.50    1.50  183.00    0.00  184.50    0.00 
G0016 18520007    1.50    1.50  185.25    0.75  184.50    1.50  186.00    1.50  184.50    0.00  186.00    0.00 
G0016 18670007    1.50    1.50  186.75    0.75  186.00    1.50  187.50    1.50  186.00    0.00  187.50    0.00 
G0016 18820007    1.50    1.50  188.25    0.75  187.50    1.50  189.00    1.50  187.50    0.00  189.00    0.00 
G0016 18970007    1.50    1.50  189.75    0.75  189.00    1.50  190.50    1.50  189.00    0.00  190.50    0.00 
G0016 19120007    1.50    1.50  191.25    0.75  190.50    1.50  192.00    1.50  190.50    0.00  192.00    0.00 
G0016 19270007    1.50    1.50  192.75    0.75  192.00    1.50  193.50    1.50  192.00    0.00  193.50    0.00 
